,comment,cl_comment,wordlist,emojis,sent_num,sent,user,mentioned,likes
6038,Oi,oi,['oi'], ,0.0,neu,elizeu5249, ,0
6039,$fanny98,fanni,['fanni'], ,0.0,neu,steffy_meza, ,0
6040,🔥🔥🔥🔥❤️, ,[],🔥🔥🔥🔥❤,0.26104534829359516,neu,sebastiaobatista496, ,0
6041,😍, ,[],😍,0.6779367825129737,neu,womanfeeling.shop, ,0
6042,@f.zny, ,[], ,0.0,neu,oums.z,f.zny ,0
6043,Very sexy wow,sexi wow,"['sexi', 'wow']", ,0.5859,pos,jerryhatfield34, ,0
6044,Beautiful,beauti,['beauti'], ,0.0,neu,chideraohiri7, ,0
6045,Nice,nice,['nice'], ,0.4215,pos,itzhaidarahmaad, ,0
6046,1212, ,[], ,0.0,neu,zk5567725, ,0
6047,https://biblehub.com/bsb/proverbs/3.htm, ,[], ,0.0,neu,zwaynopolous, ,0
6048,Before all the plastic surgery,plastic surgeri,"['plastic', 'surgeri']", ,0.0,neu,suezun_marie, ,0
6049,❤️❤️, ,[],❤❤,0.7460869565217392,neu,gurditsingh.sangha, ,0
6050,You remember when I used to talk dirty to you and how wet you’d get ? @kourtneykardash,rememb use talk dirti wet get,"['rememb', 'use', 'talk', 'dirti', 'wet', 'get']", ,0.0,neu,mazzella4300,kourtneykardash ,0
6051,Good,good,['good'], ,0.4404,pos,kaleemullahjoyia860, ,0
6052,Just my drawings alone gets you all moist,draw alon get moist,"['draw', 'alon', 'get', 'moist']", ,0.0,neu,mazzella4300, ,0
6053,Kris its so beautiful 🔥🔥,kri beauti,"['kri', 'beauti']",🔥🔥,0.06989247311827955,neu,abigail.alonzo, ,0
6054,Hi 🙌😍❤️,hi,['hi'],🙌😍❤,0.49611217645854544,neu,akuragodsway, ,0
6055,I know you are so happy I’m hea …I still get you wet and still make you laugh @kourtneykardash,know happi hea still get wet still make laugh,"['know', 'happi', 'hea', 'still', 'get', 'wet', 'still', 'make', 'laugh']", ,0.5574,pos,mazzella4300,kourtneykardash ,0
6056,Foto,foto,['foto'], ,0.0,neu,89.917029352, ,0
6057,Nice👏,nice,['nice'],👏,0.4710239726027397,pos,ndia3325, ,0
6058,❤️❤️🔥🔥😍😍, ,[],❤❤🔥🔥😍😍,0.5212695617570907,neu,ymnshryf2529, ,0
6059,Hello my name is LaKala Gaines I'm reaching out to anyone who can help me.I suffered abuse at the Longview Police department.I need my voice to be heard.I need to tell how they treated me.Please help me 346-284-7989,hello name lakala gain reach anyon help mei suffer abus longview polic departmenti need voic heardi need tell treat mepleas help,"['hello', 'name', 'lakala', 'gain', 'reach', 'anyon', 'help', 'mei', 'suffer', 'abus', 'longview', 'polic', 'departmenti', 'need', 'voic', 'heardi', 'need', 'tell', 'treat', 'mepleas', 'help']", ,0.7964,pos,lakalagaines9, ,0
6060,❤️❤️❤️❤️, ,[],❤❤❤❤,0.7460869565217392,neu,poxadaviid, ,0
6061,😍😍, ,[],😍😍,0.6779367825129737,neu,marie_la_capricieuse_225, ,0
6062,Khloe 😍😍😍 You all looked so naturally beautiful 😍,khloe look natur beauti,"['khloe', 'look', 'natur', 'beauti']",😍😍😍😍,0.33896839125648687,neu,maestefa97, ,0
6063,Mann du bist ja sehr hübsch,mann du bist ja sehr hbsch,"['mann', 'du', 'bist', 'ja', 'sehr', 'hbsch']", ,0.0,neu,stefandurgut, ,0
6064,❤️❤️😍😍, ,[],❤❤😍😍,0.7120118695173565,neu,rosamoninosanchez, ,0
6065,💜💟💜💟💜, ,[],💜💟💜💟💜,0.6793245093564583,neu,deltye2021, ,0
6066,"Amazing captured 🔥🔥🔥🔥,, interested",amaz captur interest,"['amaz', 'captur', 'interest']",🔥🔥🔥🔥,0.27650568356374805,pos,quimayukoo, ,0
6067,👏, ,[],👏,0.5205479452054794,neu,luizmetralha3112gmail.com2, ,0
6068,"RESPEITOSAMENTE,LINDAAA!.",respeitosament lindaaa,"['respeitosament', 'lindaaa']", ,0.0,neu,luizmetralha3112gmail.com2, ,0
6069,Wow,wow,['wow'], ,0.5859,pos,honeybunny6799, ,0
6070,Looking sexy 😍😍,look sexi,"['look', 'sexi']",😍😍,0.33896839125648687,neu,sh.epherd1324, ,0
6071,Sunil.sunil.,sunilsunil,['sunilsunil'], ,0.0,neu,bachchanpnd, ,0
6072,when dad was actually dad,dad actual dad,"['dad', 'actual', 'dad']", ,0.0,neu,vq.bosco, ,0
6073,S, ,[], ,0.0,neu,bachchanpnd, ,0
6074,Hello,hello,['hello'], ,0.0,neu,bilalrajpoot2360, ,0
6075,Que la vie est belle 😍😍,que la vie est bell,"['que', 'la', 'vie', 'est', 'bell']",😍😍,0.19369622357513533,neu,charlemagne12496, ,1
6076,Kourtttt😍,kourtttt,['kourtttt'],😍,0.33896839125648687,neu,simplynaejaaa, ,0
6077,Linda,linda,['linda'], ,0.0,neu,isai.jacintoc, ,0
6078,Need u & Kim to spitroast me,need u kim spitroast,"['need', 'u', 'kim', 'spitroast']", ,0.0,neu,dojabryant, ,0
6079,No te olvides de publicar mis tatuajes,no te olvid de publicar mi tatuaj,"['no', 'te', 'olvid', 'de', 'publicar', 'mi', 'tatuaj']", ,-0.296,neu,tested_tattoo, ,0
6080,Xmlvz😍,xmlvz,['xmlvz'],😍,0.33896839125648687,neu,sla05_7, ,0
6081,@khloekardashian  second slide😍❤️,second slide,"['second', 'slide']",😍❤,0.35600593475867826,neu,m.mahlangu_,khloekardashian ,0
6082,khloe looks soooo pretty,khloe look soooo pretti,"['khloe', 'look', 'soooo', 'pretti']", ,0.0,neu,aminatrachet, ,0
6083,I remember I saw you guys at Me Cabo 2 times.,rememb saw guy cabo time,"['rememb', 'saw', 'guy', 'cabo', 'time']", ,0.0,neu,jamie_rae5268, ,0
6084,Wow @kimkardashian looks completelyyyyy different 😮 you & khloe have hardly changed! Xx,wow look completelyyyyi differ khloe hardli chang xx,"['wow', 'look', 'completelyyyyi', 'differ', 'khloe', 'hardli', 'chang', 'xx']",😮,0.5516641975308642,pos,tanyawadd,kimkardashian ,0
