,comment,cl_comment,wordlist,emojis,sent_num,sent,user,mentioned,likes
0,Nice girl,nice girl,"['nice', 'girl']", ,0.4215,pos,mokobily_tag, ,0
1,"Fdifkxlcodn, ja",fdifkxlcodn ja,"['fdifkxlcodn', 'ja']", ,0.0,neu,70614_30392, ,1
2,Hi baby,hi babi,"['hi', 'babi']", ,0.0,neu,tonishku6204, ,0
3,Linda ❤️,linda,['linda'],❤,0.3730434782608696,neu,sissy.almeida, ,1
4,❤️, ,[],❤,0.7460869565217392,neu,nbborahnbborah, ,0
5,❤️, ,[],❤,0.7460869565217392,neu,nbborahnbborah, ,0
6,❤️❤️❤️, ,[],❤❤❤,0.7460869565217392,neu,tan.ha5944, ,0
7,Hiii,hiii,['hiii'], ,0.0,neu,roshanashokramramteke, ,0
8,Wow you outdid yourself that looks nice,wow outdid look nice,"['wow', 'outdid', 'look', 'nice']", ,0.765,pos,abrianguerrer1, ,0
9,Bonjour Madame,bonjour madam,"['bonjour', 'madam']", ,0.0,neu,remiwilleval7gmail.com8, ,0
10,❤️🧡💛💚💜💜🤎🖤, ,[],❤🧡💛💚💜💜🤎🖤,0.6859926994283123,neu,15.348224, ,0
11,Wwwxxxx❤️,wwwxxxx,['wwwxxxx'],❤,0.3730434782608696,neu,azeemali7399, ,0
12,😍😍😍, ,[],😍😍😍,0.6779367825129737,neu,palaciosraul57, ,0
13,🔥🔥🔥, ,[],🔥🔥🔥,0.1397849462365591,neu,thisismeechi, ,0
14,😍😍😍😍😍😍😍, ,[],😍😍😍😍😍😍😍,0.6779367825129736,neu,sh.erlyn1902, ,0
15,Wa,wa,['wa'], ,0.0,neu,chibiyuinaeagle, ,1
16,😍😍, ,[],😍😍,0.6779367825129737,neu,chibiyuinaeagle, ,0
17,Hi,hi,['hi'], ,0.0,neu,s.b.chaubey4, ,0
18,Hi butterfly you looking fine,hi butterfli look fine,"['hi', 'butterfli', 'look', 'fine']", ,0.2023,neu,kenrickdalling, ,0
19,مش ضروري الكلسون والستيانة بلاهن, ,[], ,0.0,neu,lysyn2869, ,0
20,Cjvc,cjvc,['cjvc'], ,0.0,neu,masud7330rana, ,0
21,Love you,love,['love'], ,0.6369,pos,abhisingh.tomar.399, ,0
22,WoW❤️,wow,['wow'],❤,0.6659934782608696,pos,jodie.e17, ,1
23,😮, ,[],😮,0.2777777777777778,neu,ahmetahmet189547, ,0
24,Salom,salom,['salom'], ,0.0,neu,rozmetov1949, ,0
25,💕😘💕😘💕😘💕😘😍💙😍😍💕😘💕😘😘, ,[],💕😘💕😘💕😘💕😘😍💙😍😍💕😘💕😘😘,0.6750615993908343,neu,folgarjhims, ,0
26,Umezidi,umezidi,['umezidi'], ,0.0,neu,anethmalingila, ,0
27,❤️Секс сыймбыл.👍👍👍👍😍, ,[],❤👍👍👍👍😍,0.585413521410496,neu,kospanov.talgat, ,0
28,Shankar Kumar,shankar kumar,"['shankar', 'kumar']", ,0.0,neu,kumshankarar, ,0
29,Shankar Kumar,shankar kumar,"['shankar', 'kumar']", ,0.0,neu,kumshankarar, ,0
30,😍, ,[],😍,0.6779367825129737,neu,tommybenavidez77, ,0
31,🔥, ,[],🔥,0.1397849462365591,neu,tommybenavidez77, ,0
32,😤😤😤😤😂😂😂😂😂, ,[],😤😤😤😤😂😂😂😂😂,0.028978369069773344,neu,safar.afshari, ,0
33,ஒழுக்க வரியா, ,[], ,0.0,neu,pushparaj1634, ,0
34,Oracle,oracl,['oracl'], ,0.0,neu,pushparaj1634, ,1
35,Hallo,hallo,['hallo'], ,0.0,neu,lastpro553, ,1
36,عکسسکستوبفرستدوستتدارم, ,[], ,0.0,neu,hossen.1994.1373, ,0
37,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍❤️, ,[],❤❤❤❤❤❤❤❤❤❤❤❤❤😍😍😍😍❤,0.7309424734086805,neu,its_pk_0002, ,0
38,👏👏, ,[],👏👏,0.5205479452054794,neu,lwyjwad20, ,0
39,bonsoir jolie cours,bonsoir joli cour,"['bonsoir', 'joli', 'cour']", ,0.0,neu,faridch607, ,0
40,Hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot,hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot,"['hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot', 'hot']", ,0.0,neu,ubaid_ullah25, ,0
41,❤️, ,[],❤,0.7460869565217392,neu,mohlex1234, ,0
42,Take care,take care,"['take', 'care']", ,0.4939,pos,pareshmohanty82, ,0
43,❤️❤️❤️❤️❤️🔥🔥, ,[],❤❤❤❤❤🔥🔥,0.5728578107259734,neu,mmizoh, ,0
44,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🔥, ,[],❤❤❤❤❤❤❤❤❤❤🔥,0.6909685919503592,neu,ydlmldyn, ,0
45,ملبن.وعسل وقشطة, ,[], ,0.0,neu,ydlmldyn, ,0
46,I love tum jaan,love tum jaan,"['love', 'tum', 'jaan']", ,0.6369,pos,hathiladilipkumarr, ,0
47,😍🔥🔥🔥🔥🔥🔥🔥❤️, ,[],😍🔥🔥🔥🔥🔥🔥🔥❤,0.26694648474340293,neu,shiz_uka353, ,1
48,Xxx,xxx,['xxx'], ,0.0,neu,roya_lking770, ,1
49,माहिती कपडे काढून, ,[], ,0.0,neu,vaibhavbangepatil, ,0
50,Tira o resto da roupa lindona,tira resto da roupa lindona,"['tira', 'resto', 'da', 'roupa', 'lindona']", ,0.0,neu,jose.carreira.50159, ,0
51,Xxx,xxx,['xxx'], ,0.0,neu,tulaaraam78, ,0
52,😍😢😂🔥❤️, ,[],😍😢😂🔥❤,0.35829053129392724,neu,naitikkhermode, ,0
53,😍😍😍😍, ,[],😍😍😍😍,0.6779367825129737,neu,pankaj_ahirwar_12358, ,0
54,I love you❤️😍,love,['love'],❤😍,0.6869745796782376,pos,santoshsahuji1990, ,0
55,👏👏👏👏👏, ,[],👏👏👏👏👏,0.5205479452054794,neu,buoredaniel, ,0
56,Hoooo u hooot,hoooo u hooot,"['hoooo', 'u', 'hooot']", ,0.0,neu,sill.luke, ,0
57,❤️❤️, ,[],❤❤,0.7460869565217392,neu,maferefumeleggua.brito, ,0
58,😮😮😮😮😮😮😮, ,[],😮😮😮😮😮😮😮,0.27777777777777773,neu,bskrysfyn, ,1
59,Hello,hello,['hello'], ,0.0,neu,shivnandantandan, ,0
60,My mom has the same....,mom,['mom'], ,0.0,neu,m.i.n.i.o.n_7, ,1
61,I love these baby,love babi,"['love', 'babi']", ,0.6369,pos,reginadlxunny, ,0
62,خوش به حالتون😍😍, ,[],😍😍,0.6779367825129737,neu,mahdiabdolahi50, ,0
63,😍😍, ,[],😍😍,0.6779367825129737,neu,rezvansafaeyan, ,0
64,عجب سکسی, ,[], ,0.0,neu,rezvansafaeyan, ,0
65,depression still exists within these “ beautiful things “ I have been living in LA in the most million million dollar homes and it gets old and dull and empty . They are just as unhappy and struggling as you are . no one is happy all the time . Money is only a  temporary  pain reliever . We are all just human.,depress still exist within beauti thing live la million million dollar home get old dull empti unhappi struggl no one happi time money temporari pain reliev human,"['depress', 'still', 'exist', 'within', 'beauti', 'thing', 'live', 'la', 'million', 'million', 'dollar', 'home', 'get', 'old', 'dull', 'empti', 'unhappi', 'struggl', 'no', 'one', 'happi', 'time', 'money', 'temporari', 'pain', 'reliev', 'human']", ,-0.886,neg,kylen.queenxz, ,1
66,@kylen.queenxz most beautiful multimillion dollar homes ****,beauti multimillion dollar home,"['beauti', 'multimillion', 'dollar', 'home']", ,0.0,neu,kylen.queenxz,kylen.queenxz ,1
67,😍, ,[],😍,0.6779367825129737,neu,bxtiyarisgndrov98, ,0
68,Asrf raza,asrf raza,"['asrf', 'raza']", ,0.0,neu,saddamhusain7523, ,0
69,Xxxx,xxxx,['xxxx'], ,0.0,neu,rr5915061, ,0
70,🔥 super,super,['super'],🔥,0.3695924731182796,pos,hucigappa, ,0
71,@anna.ptrss, ,[], ,0.0,neu,063.nico,anna.ptrss ,0
72,😍😍😍😍❤️, ,[],😍😍😍😍❤,0.6915668173147268,neu,mnsor1943, ,0
73,😍, ,[],😍,0.6779367825129737,neu,mithuchowdhury956, ,1
74,Hi,hi,['hi'], ,0.0,neu,jolelucky, ,0
75,Oh yes beby,oh ye bebi,"['oh', 'ye', 'bebi']", ,0.0,neu,abengimmanuel, ,0
76,Vah ladki tujhko sharm Nahin I aisi aisi ladki ko to gale maar,vah ladki tujhko sharm nahin aisi aisi ladki ko gale maar,"['vah', 'ladki', 'tujhko', 'sharm', 'nahin', 'aisi', 'aisi', 'ladki', 'ko', 'gale', 'maar']", ,0.0,neu,kachhap7230, ,0
77,💩💩💩💩🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖☠️, ,[],💩💩💩💩🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖☠,0.11324305647449752,neu,kadir.zaxar, ,2
78,Hi,hi,['hi'], ,0.0,neu,mdsorifpj, ,0
79,Oooooo,oooooo,['oooooo'], ,0.0,neu,zwlmmkhls, ,0
80,❤️🔥, ,[],❤🔥,0.44293595137914915,neu,rr.rrrr7779, ,0
81,Hii,hii,['hii'], ,0.0,neu,91.7821802187, ,0
82,You have no pubess why,no pubess,"['no', 'pubess']", ,-0.296,neu,cinnet777, ,1
83,😍😍😍, ,[],😍😍😍,0.6779367825129737,neu,vincenzo_barbone68, ,0
84,iLov you ❤️,ilov,['ilov'],❤,0.3730434782608696,neu,brhymsbrybrhymhmdadm, ,0
85,🔥, ,[],🔥,0.1397849462365591,neu,ryan.1987.don, ,0
86,Your healthy knowledge if what you  eat and your incredible workouts = your awesome bikini body,healthi knowledg eat incred workout awesom bikini bodi,"['healthi', 'knowledg', 'eat', 'incred', 'workout', 'awesom', 'bikini', 'bodi']", ,0.0,neu,midnight22442, ,0
87,😮, ,[],😮,0.2777777777777778,neu,shankar.kumhar.3760, ,1
88,❤️❤️❤️❤️❤️👏, ,[],❤❤❤❤❤👏,0.7084971213023626,neu,mweshtonny, ,0
89,So  Hot 🔥🔥🔥,hot,['hot'],🔥🔥🔥,0.10483870967741932,neu,official____banda____01, ,0
90,🙌❤️, ,[],🙌❤,0.653255961660604,neu,shaniyadavsuraj, ,0
91,👌👌👌👌, ,[],👌👌👌👌,0.5637606837606838,neu,jadranka.vukoja, ,0
92,😂, ,[],😂,0.2209684037751333,neu,kakib5445, ,0
93,❤️🙌🔥👏, ,[],❤🙌🔥👏,0.49171120369081156,neu,sunit8799, ,0
94,❤️🙌🔥👏, ,[],❤🙌🔥👏,0.49171120369081156,neu,sunit8799, ,0
95,🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿, ,[],🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿,0.0,neu,aditya___44_, ,1
96,@name100794 oki,oki,['oki'], ,0.0,neu,killstupidisx,name100794 ,1
97,Itch vs ikh,itch vs ikh,"['itch', 'vs', 'ikh']", ,0.0,neu,salmankhan02216, ,0
98,Sahf❤️❤️❤️😍😍😍😍yfuhsaytrewhji,sahfyfuhsaytrewhji,['sahfyfuhsaytrewhji'],❤❤❤😍😍😍😍,0.618750999952139,neu,salmankhan02216, ,0
99,❤️❤️❤️❤️❤️❤️❤️❤️❤️ My WhatsApp no 8513099242,whatsapp no,"['whatsapp', 'no']",❤❤❤❤❤❤❤❤❤,0.556616600790514,neu,siddharthamondal3328, ,0
100,Hello,hello,['hello'], ,0.0,neu,tohoang299, ,0
101,Hola,hola,['hola'], ,0.0,neu,350fabian, ,0
102,"Love,,love,,😘😘😘",love love,"['love', 'love']",😘😘😘,0.7632526315789474,pos,mohamadrezabartar0033, ,0
103,@shimalibi, ,[], ,0.0,neu,evapoot,shimalibi ,0
104,❤️❤️❤️❤️❤️❤️❤️❤️🙌😍😍❤️❤️❤️❤️, ,[],❤❤❤❤❤❤❤❤🙌😍😍❤❤❤❤,0.7246228006724192,neu,shubhamgaurav056, ,0
105,Hello,hello,['hello'], ,0.0,neu,aslman339, ,0
106,Ilove you,ilov,['ilov'], ,0.0,neu,aslman339, ,0
107,Esla foto más hermosa 😜😏🙃,esla foto ms hermosa,"['esla', 'foto', 'ms', 'hermosa']",😜😏🙃,0.13141599006307914,neu,floresjosemartincastellon, ,0
108,Hello é muito bom ti ver voce assim.,hello muito bom ti ver voce assim,"['hello', 'muito', 'bom', 'ti', 'ver', 'voce', 'assim']", ,0.0,neu,tgiloleandro, ,0
109,🌈🌈🌈, ,[],🌈🌈🌈,0.5340909090909092,neu,25.60164, ,0
110,❤️, ,[],❤,0.7460869565217392,neu,bilalansari4659, ,0
111,Vpi mermbo,vpi mermbo,"['vpi', 'mermbo']", ,0.0,neu,samuzuberi, ,0
112,Give me your number,give number,"['give', 'number']", ,0.0772,neu,you_have_15_password, ,0
113,😍😍😍i love you so sososo meach,love sososo meach,"['love', 'sososo', 'meach']",😍😍😍,0.6574183912564868,pos,you_have_15_password, ,0
114,Vear are live you,vear live,"['vear', 'live']", ,0.0,neu,you_have_15_password, ,0
115,Supar,supar,['supar'], ,0.0,neu,zuman.23455nayknhi_khlayk, ,0
116,❤️🔥😢😢❤️❤️, ,[],❤🔥😢😢❤❤,0.3985661584413731,neu,bablukumarbablukumar84896, ,0
117,Vav,vav,['vav'], ,0.0,neu,roshan_bagde_1234, ,0
118,😍😍😍😍😍, ,[],😍😍😍😍😍,0.6779367825129737,neu,michalak520, ,0
119,❤️❤️selamlar,selamlar,['selamlar'],❤❤,0.4973913043478261,neu,hasandogantepe, ,0
120,Po isso tudo e seu e po uuuuuiiiii,po isso tudo e seu e po uuuuuiiiii,"['po', 'isso', 'tudo', 'e', 'seu', 'e', 'po', 'uuuuuiiiii']", ,-0.802,neg,almirjonas53098, ,0
121,floor is superb whos the floor maker,floor superb who floor maker,"['floor', 'superb', 'who', 'floor', 'maker']", ,0.6249,pos,dhdgsuafwgs47484647, ,0
122,🔥, ,[],🔥,0.1397849462365591,neu,sdikboubaker, ,0
123,Xxx,xxx,['xxx'], ,0.0,neu,manojgendale623, ,0
124,👏🔥🙌, ,[],👏🔥🙌,0.40691928608050243,neu,adamhamri2015, ,0
125,❤️, ,[],❤,0.7460869565217392,neu,azzetsemsem, ,0
126,🔥🔥🔥❤️😢😢, ,[],🔥🔥🔥❤😢😢,0.19646548834631303,neu,hmdmhmdhmd9598, ,0
127,Love you 🔥,love,['love'],🔥,0.3883424731182796,pos,aaronharradan, ,0
128,🔥, ,[],🔥,0.1397849462365591,neu,already_broken_____________, ,0
129,ckfp,ckfp,['ckfp'], ,0.0,neu,ashabasolanki083osimdi, ,0
130,Love the swimsuit Kourt!,love swimsuit kourt,"['love', 'swimsuit', 'kourt']", ,0.6369,pos,ill.see.you.in_paradise, ,1
131,Wow❤️,wow,['wow'],❤,0.6659934782608696,pos,mdferdusahammed, ,0
132,😍😍, ,[],😍😍,0.6779367825129737,neu,pravinsingh1495, ,0
133,Number one your bayhing suit is crooked..and you have a gap..smoochez,number one bayh suit crook gap smoochez,"['number', 'one', 'bayh', 'suit', 'crook', 'gap', 'smoochez']", ,0.0772,neu,ladyinsane760, ,1
134,Very nice piece,nice piec,"['nice', 'piec']", ,0.4215,pos,maroofahmed844, ,0
135,Trying to make a baby? That would do it,tri make babi would,"['tri', 'make', 'babi', 'would']", ,0.0,neu,mathisreed, ,0
136,@mathisreed tf,tf,['tf'], ,0.0,neu,leonaa.ve,mathisreed ,0
137,On the 140 inch movie projector very hot inaga,inch movi projector hot inaga,"['inch', 'movi', 'projector', 'hot', 'inaga']", ,0.0,neu,mike9876mh, ,0
138,Nice pussy😍,nice pussi,"['nice', 'pussi']",😍,0.5069789275043246,pos,danishali4066, ,0
139,💣💣💣💣💣💣💣, ,[],💣💣💣💣💣💣💣,0.0076335877862595,neu,davidoffnik62, ,0
140,U have sexy feet yummy 🥒,u sexi feet yummi,"['u', 'sexi', 'feet', 'yummi']",🥒,0.0,neu,waynemitchell491, ,0
141,Uuuuuuiiiiii,uuuuuuiiiiii,['uuuuuuiiiiii'], ,0.0,neu,almirjonas53098, ,0
142,Bellísima y adorable .,bellsima ador,"['bellsima', 'ador']", ,0.0,neu,harryba454, ,0
143,., ,[], ,0.0,neu,nipms2013, ,0
144,😮😍❤️, ,[],😮😍❤,0.5672671722708302,neu,umarbutt6008, ,0
145,Xxx,xxx,['xxx'], ,0.0,neu,vick.kumar1234, ,0
146,😍😍😍😍👏👏👏👏, ,[],😍😍😍😍👏👏👏👏,0.5992423638592266,neu,28475isn, ,0
147,Hii,hii,['hii'], ,0.0,neu,rubelmia959, ,0
148,QkajmSoin,qkajmsoin,['qkajmsoin'], ,0.0,neu,aarwaj4671234567890, ,0
149,Weryhbvvkb km,weryhbvvkb km,"['weryhbvvkb', 'km']", ,0.0,neu,bnwbbshbnwbbsh, ,0
150,Hi young man WhatsApp number dena,hi young man whatsapp number dena,"['hi', 'young', 'man', 'whatsapp', 'number', 'dena']", ,0.0772,neu,0301_3376781, ,0
151,❤️, ,[],❤,0.7460869565217392,neu,pwvtivd, ,0
152,Eres un esquisito manjar que quisiera probar,ere un esquisito manjar que quisiera probar,"['ere', 'un', 'esquisito', 'manjar', 'que', 'quisiera', 'probar']", ,0.0,neu,abrahamarturolandinramirez, ,0
153,😍, ,[],😍,0.6779367825129737,neu,reunion.25, ,0
154,😮😮😮😮😮😮😮🔥🔥🔥🔥🔥🔥, ,[],😮😮😮😮😮😮😮🔥🔥🔥🔥🔥🔥,0.21408877860490755,neu,yogesh_choudhary_85291, ,0
155,Oh my god I’m in love with this photo and the woman inside it,oh god love photo woman insid,"['oh', 'god', 'love', 'photo', 'woman', 'insid']", ,0.743,pos,davyheap, ,0
156,🔥🔥🔥🔥🔥🔥🔥🔥😍😍, ,[],🔥🔥🔥🔥🔥🔥🔥🔥😍😍,0.24741531349184204,neu,masoonkank, ,0
157,Love ❤  this. Pose,love pose,"['love', 'pose']",❤,0.6732956521739131,pos,juanvera1718, ,0
158,एसकेएसबी है बस, ,[], ,0.0,neu,satishji9915, ,0
159,🔥, ,[],🔥,0.1397849462365591,neu,nagiravikumar1, ,0
160,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,0.13978494623655907,neu,troubles__702, ,0
161,❤️🔥🔥🔥, ,[],❤🔥🔥🔥,0.2913604488078541,neu,oxa50255, ,0
162,❤️❤️🔥🔥🔥🔥, ,[],❤❤🔥🔥🔥🔥,0.34188561633161907,neu,oxa50255, ,0
163,😍😍😍, ,[],😍😍😍,0.6779367825129737,neu,oxa50255, ,0
164,😍😍😍😍😍😍, ,[],😍😍😍😍😍😍,0.6779367825129737,neu,ah0069513, ,0
165,😢😢😢😢, ,[],😢😢😢😢,0.0066755674232309,neu,ah0069513, ,0
166,😢😢😢😢😢, ,[],😢😢😢😢😢,0.0066755674232309,neu,ah0069513, ,0
167,So lovely😍,love,['love'],😍,0.6574183912564868,pos,ds739174, ,0
168,😍🥰🥰😍😍🤩🤩🌹🌷, ,[],😍🥰🥰😍😍🤩🤩🌹🌷,0.6391999203498051,neu,goo_lu6071, ,0
169,😍😍😍😍😍, ,[],😍😍😍😍😍,0.6779367825129737,neu,goo_lu6071, ,0
170,❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤,0.7460869565217392,neu,goo_lu6071, ,0
171,سلام خوبی, ,[], ,0.0,neu,qwe_rv1234567890, ,0
172,❤️, ,[],❤,0.7460869565217392,neu,qwe_rv1234567890, ,0
173,Bonjour ma belle❤️,bonjour bell,"['bonjour', 'bell']",❤,0.24869565217391304,neu,abdoulayeouattara83, ,0
174,Xxxx'c.c,xxxx cc,"['xxxx', 'cc']", ,0.0,neu,manou5852, ,0
175,Bonsoir,bonsoir,['bonsoir'], ,0.0,neu,luffi860, ,0
176,Hello,hello,['hello'], ,0.0,neu,knguessanfabrice, ,0
177,You need to eat 😂,need eat,"['need', 'eat']",😂,0.0736561345917111,neu,noonbarnes, ,0
178,❤️❤️❤️🔥🔥🔥🌷🌷🌷🌷, ,[],❤❤❤🔥🔥🔥🌷🌷🌷🌷,0.4864512259999033,neu,brekele866, ,0
179,😍😍😍😍😍😍😍😍, ,[],😍😍😍😍😍😍😍😍,0.6779367825129736,neu,brekele866, ,0
180,❤️, ,[],❤,0.7460869565217392,neu,swatijena143, ,0
181,Xxx,xxx,['xxx'], ,0.0,neu,swatijena143, ,0
182,Xxx,xxx,['xxx'], ,0.0,neu,swatijena143, ,0
183,I WANT YOU,want,['want'], ,0.0772,neu,hamodyaltyeb, ,1
184,❤️ILOVE YOY❤️,ilov yoy,"['ilov', 'yoy']",❤❤,0.3730434782608696,neu,hamodyaltyeb, ,1
185,Yo cover up,yo cover,"['yo', 'cover']", ,0.0,neu,walkertexasranger___, ,1
186,im fluent in the language of love,im fluent languag love,"['im', 'fluent', 'languag', 'love']", ,0.6369,pos,wilphberry, ,0
187,hlio 🙋‍♂️,hlio,['hlio'],🙋♂,0.23050847457627116,neu,usam95056, ,0
188,😂😂😂☆♡nice,nice,['nice'],😂😂😂,0.27110130283135,pos,kuli8629, ,0
189,🥰🥰🥰😘😘😘, ,[],🥰🥰🥰😘😘😘,0.7017543859649124,neu,moheb_mohebullah, ,0
190,👏👏👏😍😍😍😍, ,[],👏👏👏😍😍😍😍,0.6104844236669048,neu,ghaffar_bagh_bahsht1, ,0
191,🔥🔥🔥🔥❤️❤️❤️❤️, ,[],🔥🔥🔥🔥❤❤❤❤,0.44293595137914915,neu,sadullayaxyoev, ,0
192,Dog,dog,['dog'], ,0.0,neu,ha.ss3045, ,0
193,Cobak bikin Vidio buata anak,cobak bikin vidio buata anak,"['cobak', 'bikin', 'vidio', 'buata', 'anak']", ,0.0,neu,m.azmiubaidillah, ,0
194,No class dignity or self-respect what a waste of female beauty,no class digniti selfrespect wast femal beauti,"['no', 'class', 'digniti', 'selfrespect', 'wast', 'femal', 'beauti']", ,-0.296,neu,glennatkinson83, ,5
195,@glennatkinson83 damn calm down,damn calm,"['damn', 'calm']", ,-0.1027,neu,1936abu,glennatkinson83 ,5
196,💋💋💋, ,[],💋💋💋,0.6934604904632152,neu,samp.a470, ,0
197,😘😘😘😘, ,[],😘😘😘😘,0.7017543859649124,neu,hsndyy24, ,1
198,Hello,hello,['hello'], ,0.0,neu,mozamali4656, ,0
199,❤️❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤❤,0.7460869565217392,neu,bdllhzyzy490, ,0
200,😍🔥, ,[],😍🔥,0.40886086437476643,neu,aulakh_sabb22, ,0
201,Hii,hii,['hii'], ,0.0,neu,zahidghani78, ,0
202,You are so beautiful and very sexy 🔥🔥🔥🔥🔥🔥❤️❤️❤️,beauti sexi,"['beauti', 'sexi']",🔥🔥🔥🔥🔥🔥❤❤❤,0.27972459518041565,neu,ggilleo, ,0
203,Very fantastic and sexy,fantast sexi,"['fantast', 'sexi']", ,0.0,neu,bv1336938, ,0
204,Fantastic ❤️🌹,fantast,['fantast'],❤🌹,0.45218402426693627,neu,19.181006060253, ,0
205,Beautiful❤️,beauti,['beauti'],❤,0.3730434782608696,neu,mayavanshirahul210, ,0
206,Wow muah,wow muah,"['wow', 'muah']", ,0.7964,pos,reneriverajr709, ,0
207,😍❤️, ,[],😍❤,0.7120118695173565,neu,boytommies, ,0
208,Hola guapa que tal estas preciosa,hola guapa que tal esta preciosa,"['hola', 'guapa', 'que', 'tal', 'esta', 'preciosa']", ,0.0,neu,6143_alberto, ,0
209,❤️🔥, ,[],❤🔥,0.44293595137914915,neu,la_ranm, ,0
210,Hi,hi,['hi'], ,0.0,neu,abubakar020m, ,0
211,Cute,cute,['cute'], ,0.4588,pos,anjurajput5949, ,1
212,you are fucking sexy mama😍👏,fuck sexi mama,"['fuck', 'sexi', 'mama']",😍👏,-0.08568305445630936,neg,ameli_or_waht, ,0
213,😍🔥, ,[],😍🔥,0.40886086437476643,neu,janmohammadmirzaie, ,0
214,Bif,bif,['bif'], ,0.0,neu,ajeetthkaur7, ,0
215,Masaallah auratna ditutup kk,masaallah auratna ditutup kk,"['masaallah', 'auratna', 'ditutup', 'kk']", ,0.3612,neu,yuanitapermatasari44, ,0
216,❤️😍, ,[],❤😍,0.7120118695173565,neu,hasanpolat7488, ,0
217,@amieskilton, ,[], ,0.0,neu,kaypeaches09,amieskilton ,1
218,@kaypeaches09, ,[], ,0.0,neu,kaushikchoton,kaypeaches09 ,1
219,❤️❤️, ,[],❤❤,0.7460869565217392,neu,roberto_de_jesus_soares, ,1
220,😍, ,[],😍,0.6779367825129737,neu,zamri_jdt, ,0
221,Хорошие трусики почти всё видно, ,[], ,0.0,neu,sergeizakharchenko36, ,0
222,❤️❤️❤️❤️❤️❤️❤️🔥🔥🔥😍😍, ,[],❤❤❤❤❤❤❤🔥🔥🔥😍😍,0.5831530916156499,neu,morhafhessun, ,0
223,Yes sexy as hell can I have a little taste please talk to me please,ye sexi hell littl tast pleas talk pleas,"['ye', 'sexi', 'hell', 'littl', 'tast', 'pleas', 'talk', 'pleas']", ,-0.6808,neg,harbisongeoffrey, ,0
224,😮😮😍👏, ,[],😮😮😍👏,0.43851007081850213,neu,oscarzalazar179, ,0
225,Wow ❤️❤️,wow,['wow'],❤❤,0.692691304347826,pos,bdoamed95, ,0
226,Gua,gua,['gua'], ,0.0,neu,carlosacosta2533, ,0
227,@carlosacosta2533, ,[], ,0.0,neu,carlosacosta2533,carlosacosta2533 ,0
228,کونتو بخورم, ,[], ,0.0,neu,hdkslxcds, ,0
229,buka semuanya,buka semuanya,"['buka', 'semuanya']", ,0.0,neu,ddn_el.08, ,0
230,😍😍😍, ,[],😍😍😍,0.6779367825129737,neu,lhryry3654, ,0
231,الوو, ,[], ,0.0,neu,lhryry3654, ,0
232,❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤,0.7460869565217392,neu,ngrking4, ,0
233,Main part,main part,"['main', 'part']", ,0.0,neu,95558_39350, ,0
234,Ho,ho,['ho'], ,0.0,neu,ganesankrishnan45, ,0
235,Hi,hi,['hi'], ,0.0,neu,ganesankrishnan45, ,0
236,Kheialat avareh😮,kheialat avareh,"['kheialat', 'avareh']",😮,0.09259259259259259,neu,_.aremi_.1212, ,0
237,😍, ,[],😍,0.6779367825129737,neu,heovnx, ,0
238,sgeti,sgeti,['sgeti'], ,0.0,neu,heovnx, ,0
239,🙌slot❤️❤️❤️,slot,['slot'],🙌❤❤❤,0.5597371672729373,neu,gileneantoine, ,0
240,😍😍, ,[],😍😍,0.6779367825129737,neu,bkhryksnr, ,0
241,nice,nice,['nice'], ,0.4215,pos,prabodha.sanka, ,0
242,So hottie,hotti,['hotti'], ,0.0,neu,khushi_events_963, ,0
243,❤️, ,[],❤,0.7460869565217392,neu,mwalialimasi, ,0
244,Xxx,xxx,['xxx'], ,0.0,neu,gkbihhknc, ,0
245,Sweet🔥🔥🔥,sweet,['sweet'],🔥🔥🔥,0.2195387096774193,pos,vincentmarquez83, ,0
246,.سبر, ,[], ,0.0,neu,mosafer3869, ,0
247,Wow preciousa sexy love you,wow preciousa sexi love,"['wow', 'preciousa', 'sexi', 'love']", ,0.8402,pos,aprianto9704, ,0
